permit_number,streetname,cross_street_1,cross_street_2,utility_contractor,permit_reason,utility_type,effective_date,expiration_date,status,cnn,latitude,longitude
24EXC-03498,CESAR CHAVEZ ST,MISSISSIPPI ST,MISSOURI ST,Mitchell Engineering. Inc.,Install service,Sidewalk/Curb:Street / Roadway:Other:Electric:AWSS,2024-12-02,2026-06-05,APPROVED,2474000,37.7475106,-122.4303746
24EXC-02284,11TH ST,MISSION ST,MINNA ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,509000,37.7749966,-122.4179680
25EXC-00005,LAGUNA ST,IVY ST,GROVE ST,R & S Construction Management Inc,Reconstruct Pavement,Electric:Street Light:Sidewalk/Curb:Sewer:Bulb Out:Curb Ramp,2025-02-17,2026-05-31,APPROVED,7951000,37.7922224,-122.4294654
24EXC-04102,GEARY BLVD,ARGUELLO BLVD,02ND AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6057101,37.7794957,-122.4992200
24EXC-00151,CIRCULAR AVE,FLOOD AVE,CONGO ST,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21,2026-03-06,ACTIVE,4047000,37.7311470,-122.4376851
24EXC-01436,FAIRMOUNT ST,WHITNEY ST,LAIDLEY ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,5398000,37.7389098,-122.4265104
24EXC-02858,OAKDALE AVE,NEWHALL ST,PHELPS ST,R & S Construction Management Inc,Install New Pole,Sidewalk/Curb:Street Light:Electric:Street / Roadway,2024-09-10,2025-06-01,APPROVED,9789000,37.7405306,-122.4007834
24EXC-01872,ALPINE TER,WALLER ST,DUBOCE AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,2219000,37.7681432,-122.4374045
24EXC-02151,41ST AVE,SLOAT BLVD,,Basset Engineering,Corrosion Testing,Water Service:Street / Roadway:Electric,2024-08-19,2025-08-29,ACTIVE,23431000,37.7352823,-122.4988093
24EXC-01436,DOLORES ST,MARKET ST,CLINTON PARK,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,4861101,37.7430391,-122.4243999
24EXC-01436,DOLORES ST,14TH ST,HIDALGO TER,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,4862201,37.7430391,-122.4243999
24EXC-00671,09TH ST,MCLEA CT,BRYANT ST \ HWY 101 N OFF RAMP,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,458000,,
25EXC-00254,GOLDEN GATE AVE,LARKIN ST,,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,24440000,37.7763066,-122.4576063
25EXC-00538,SOUTH VAN NESS AVE,21ST ST,22ND ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,12028000,37.7525500,-122.4162983
25EXC-00740,MAIN ST,HOWARD ST,FOLSOM ST,"NTK Construction, Inc",Other,Bulb Out:Landscaping:Curb Ramp:Traffic Signal:Street Light:Sidewalk/Curb:Water Service:Sewer:Street / Roadway,2025-03-03,2026-08-31,APPROVED,8629000,37.7880097,-122.3901411
24EXC-01872,GEARY BLVD,BAKER ST \ SAINT JOSEPHS AVE,LYON ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,6045201,37.7794957,-122.4992200
24EXC-02547,NOE ST,DAY ST,30TH ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,9639000,37.7642671,-122.4331047
24EXC-02284,MINNA ST,11TH ST,LAFAYETTE ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,9051000,37.7826041,-122.4055940
25EXC-01860,INDIANA ST,19TH ST,20TH ST,Anvil Builders Inc,Place Facilities Underground,Water Service:Street / Roadway:Sidewalk/Curb:Sewer:Other:Electric,2025-06-11,2026-04-01,APPROVED,7194000,37.7564953,-122.3910494
24EXC-04102,GEARY BLVD,28TH AVE,29TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6085201,37.7794957,-122.4992200
24EXC-04970,PANORAMA DR,OLYMPIA WAY,STARVIEW WAY,"Bauman Landscape Construction, Inc.",Replace Sidewalk,Water Service:Pavement Preservation:Sewer:Catch Basin:Curb Ramp:Sidewalk/Curb:AWSS,2025-01-13,2025-09-09,APPROVED,10240000,37.7468001,-122.4497295
24EXC-00151,GENNESSEE ST,JOOST AVE,,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21,2026-03-06,ACTIVE,22260000,37.7330637,-122.4511735
25EXC-01096,FRANCONIA ST,SAMOSET ST,ESMERALDA AVE \ PERALTA AVE,Pacific Gas & Electric,Other,Gas,2025-05-05,2025-06-02,ACTIVE,5787000,37.7462876,-122.4080024
24EXC-02284,CABRILLO ST,38TH AVE,39TH AVE,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,3505000,37.7739518,-122.4950556
24EXC-04102,GEARY BLVD,25TH AVE,26TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6082201,37.7794957,-122.4992200
23EXC-05094,SUNSET BLVD,TARAVAL ST,ULLOA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,12286201,37.7357716,-122.4940855
25EXC-00254,LARKIN ST,WILLOW ST,,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,25150000,37.7782138,-122.4165219
24EXC-00647,EDDY ST,PIERCE ST,SCOTT ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,5074000,37.7811503,-122.4345885
24EXC-04484,TEMESCAL TER,TURK BLVD,,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,26480000,37.7774853,-122.4523530
24EXC-04102,25TH AVE,CLEMENT ST,GEARY BLVD,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,1375000,37.7327806,-122.4810320
25EXC-00538,19TH ST,FOLSOM ST,,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,24123000,37.7615681,-122.3867267
24EXC-00224,TOPAZ WAY,ORA WAY,COLLEEN WAY,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,12645000,37.7405649,-122.4369615
24EXC-03388,LINDEN ST,BUCHANAN ST,WEBSTER ST,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,8396001,37.7759006,-122.4270133
25EXC-00254,01ST ST,GUY PL,,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,24500000,,
24EXC-03388,HOLLOWAY AVE,ARELLANO AVE,TAPIA DR,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,6998201,37.7208450,-122.4807234
24EXC-01872,LAKE ST,14TH AVE,15TH AVE,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Curb Ramp:Sidewalk/Curb:Street / Roadway,2024-08-12,2025-08-08,APPROVED,8023000,37.7868565,-122.4607985
24EXC-00671,FOLSOM ST,17TH ST,18TH ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,5692000,37.7723577,-122.4134198
24EXC-02547,30TH ST,HARPER ST,NOE ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,1673000,37.7418081,-122.4321166
24EXC-04102,GEARY BLVD,29TH AVE,30TH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6086101,37.7794957,-122.4992200
24EXC-04102,11TH AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27302000,37.7769915,-122.4693775
24EXC-04484,CALIFORNIA ST,11TH AVE,12TH AVE,Michael O'Shaugnessy Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin:Bulb Out,2025-02-10,2026-04-15,APPROVED,3587000,37.7900422,-122.4249589
24EXC-01436,14TH ST,GUERRERO ST,RAMONA AVE,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,590000,37.7682170,-122.4210094
24EXC-00647,DEWEY BLVD,LAGUNA HONDA BLVD,PACHECO ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,4734000,37.7439858,-122.4634740
24EXC-03150,DIAMOND HEIGHTS BLVD,BERKELEY WAY,DIAMOND ST,CF Contracting,Reconstruct Pavement,Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb,2024-10-14,2025-06-09,APPROVED,4781101,37.7383730,-122.4371865
24EXC-04679,STEVENSON ST,05TH ST,06TH ST,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,12170000,37.7885529,-122.4011753
24EXC-04102,GEARY BLVD,JORDAN AVE,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27223000,37.7794957,-122.4992200
25EXC-01659,FOLSOM ST,FALMOUTH ST,06TH ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street Light:Traffic Signal:Sewer:Curb Ramp:Electric:Catch Basin:Bulb Out,2025-04-22,2025-11-26,APPROVED,5666000,37.7723577,-122.4134198
24EXC-02284,26TH AVE,CABRILLO ST,FULTON ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,1476000,37.7800497,-122.4858220
24EXC-04679,JESSIE ST,MINT PLZ \ MINT ST,06TH ST,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,7522000,37.7762389,-122.4159265
24EXC-00224,GOLD MINE DR,JADE PL,,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,22035000,37.7417879,-122.4391424
24EXC-00238,04TH ST,CLEMENTINA ST,FOLSOM ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,255000,,
24EXC-02284,POLK ST,DR CARLTON B GOODLETT PL \ MCALLISTER ST,REDWOOD ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,10550000,37.7826401,-122.4190976
24EXC-02547,DOLORES ST,30TH ST,SAN JOSE AVE,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,4890201,37.7430391,-122.4243999
25EXC-01096,SAMOSET ST,FRANCONIA ST,PERALTA AVE \ RIPLEY ST,Pacific Gas & Electric,Other,Gas,2025-05-05,2025-06-02,ACTIVE,11325000,37.7445329,-122.4083002
24EXC-01436,27TH ST,NOE ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,22014000,37.7465071,-122.4329001
24EXC-00671,STANYAN BLVD,LONE MOUNTAIN TER,STANYAN ST \ TURK BLVD,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Street Light:Traffic Signal:Bulb Out:Curb Ramp,2024-04-08,2026-04-07,APPROVED,12078000,37.7812504,-122.4564840
23EXC-01009,SCOTT ST,GOLDEN GATE AVE,ELM ST,Bay Area Lightworks,Place Conduit,Sidewalk/Curb:Traffic Signal:Street Light:Curb Ramp,2023-06-19,2025-06-17,APPROVED,11692000,37.7937285,-122.4398897
24EXC-03388,CALIFORNIA ST,PARK PRESIDIO BLVD,14TH AVE,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,3590000,37.7900422,-122.4249589
24EXC-04102,07TH AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27285000,,
24EXC-01669,15TH ST,DE HARO ST,RHODE ISLAND ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,634000,37.7666955,-122.4194719
25EXC-00740,BEALE ST,HOWARD ST,FOLSOM ST,"NTK Construction, Inc",Other,Bulb Out:Landscaping:Curb Ramp:Traffic Signal:Street Light:Sidewalk/Curb:Water Service:Sewer:Street / Roadway,2025-03-03,2026-08-31,APPROVED,2865000,37.7918001,-122.3966261
24EXC-00647,ULLOA ST,16TH AVE,17TH AVE,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,12793000,37.7412094,-122.4664316
25EXC-00254,GROVE ST,VAN NESS AVE,,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,24459000,37.7788553,-122.4152106
24EXC-00647,39TH AVE,YORBA ST,SKYLINE BLVD \ SLOAT BLVD,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,1883000,37.7398641,-122.4969816
24EXC-01436,CLINTON PARK,GUERRERO ST,DOLORES ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,4210000,37.7692234,-122.4234070
24EXC-01669,RHODE ISLAND ST,24TH ST,25TH ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,11004000,37.7610442,-122.4022233
24EXC-03388,BRIGHT ST,SARGENT ST,,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,22598000,37.7110940,-122.4634871
25EXC-00745,DUBOCE AVE,13TH ST \ HWY 101 NORTHBOUND RAMP \ MISSION ST \ OTIS ST,WOODWARD ST,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10,2027-01-31,APPROVED,4978101,37.7690291,-122.4370927
24EXC-01436,WEBSTER ST,WEBSTER ST,HERMANN ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,13519000,37.7709236,-122.4285367
24EXC-03388,SERRANO DR,ARELLANO AVE,FONT BLVD,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,11770000,37.7201365,-122.4784380
24EXC-04102,GEARY BLVD,BEAUMONT AVE,COMMONWEALTH AVE,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,6053101,37.7794957,-122.4992200
23EXC-05094,SUNSET BLVD,JUDAH ST,KIRKHAM ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,12276101,37.7357716,-122.4940855
24EXC-01669,INNES AVE,HAWES ST,MARIST CT,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,7257000,37.7335931,-122.3785712
24EXC-00647,LOMBARD ST,GRANT AVE,STOCKTON ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,8438000,37.8020282,-122.4194750
24EXC-01669,RHODE ISLAND ST,23RD ST,24TH ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp:Catch Basin,2024-07-22,2026-01-30,APPROVED,11003000,37.7610442,-122.4022233
24EXC-04874,GEARY ST,POWELL ST,,Bay Area Lightworks,Place Conduit,Street Light:Traffic Signal:Curb Ramp,2025-01-06,2026-05-31,APPROVED,24903000,37.7870516,-122.4107125
24EXC-01436,CLINTON PARK,VALENCIA ST,GUERRERO ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,4209000,37.7692234,-122.4234070
24EXC-01436,BUCHANAN ST,WALLER ST,,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,25890000,37.7984461,-122.4324081
25EXC-00745,SOUTH VAN NESS AVE,13TH ST,14TH ST,"NTK Construction, Inc",Other,Street Light:Street / Roadway:Catch Basin:Traffic Signal:Sidewalk/Curb:Sewer:Curb Ramp:Bulb Out,2025-03-10,2027-01-31,APPROVED,12019201,37.7525500,-122.4162983
24EXC-00647,BUCHANAN ST,EDDY ST,,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,26509000,37.7984461,-122.4324081
24EXC-00238,FOLSOM ST,LANGTON ST,HALLAM ST,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,5674000,37.7723577,-122.4134198
24EXC-00994,STOCKTON TUNL,STOCKTON ST \ SUTTER ST,SACRAMENTO ST \ STOCKTON ST,R & S Construction Management Inc,Install New Curb Ramp,Traffic Signal:Street Light:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-07-30,2025-12-31,APPROVED,12225000,,
24EXC-04022,SAN BRUNO AVE,WOOLSEY ST,DWIGHT ST,bsm - test 2,Replace Sidewalk,Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Curb Ramp:Catch Basin:Traffic Signal:Street / Roadway:Sidewalk/Curb:Sidewalk/Curb,2024-10-17,2025-10-17,APPROVED,11380000,37.7609033,-122.4051258
24EXC-04102,27TH AVE,GEARY BLVD,ANZA ST,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,1547000,37.7761220,-122.4866125
24EXC-00151,DETROIT ST,JOOST AVE,MANGELS AVE,M Squared Construction,Install New Main,Curb Ramp:Water Service,2024-02-21,2026-03-06,ACTIVE,4729000,37.7329080,-122.4443296
24EXC-03498,MARIN ST,MARIN ST,EVANS AVE,Mitchell Engineering. Inc.,Install service,Sidewalk/Curb:Street / Roadway:Other:Electric:AWSS,2024-12-02,2026-06-05,APPROVED,8699000,37.7490293,-122.3874868
25EXC-00538,21ST ST,TREAT AVE,FOLSOM ST,"Precision Engineering, Inc.",Corrosion Testing,Sidewalk/Curb:Street / Roadway:Sewer:Curb Ramp,2025-02-11,2025-06-05,APPROVED,1104000,37.7562928,-122.4270420
24EXC-02284,FELL ST,MASONIC AVE,ASHBURY ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,5456000,37.7739815,-122.4383368
24EXC-00224,BERKELEY WAY,ONIQUE LN,,A. Ruiz Construction Co.,Replace Main,Sidewalk/Curb:Catch Basin:Sewer:Street / Roadway:Curb Ramp:Pavement Preservation:Water Service,2024-03-05,2025-08-31,ACTIVE,21999000,37.7395449,-122.4391924
24EXC-03293,10TH AVE,CABRILLO ST,FULTON ST,Ronan Construction Inc.,Other,Street / Roadway:Sidewalk/Curb:Traffic Signal:Sewer:Curb Ramp,2024-10-07,2025-08-03,APPROVED,468000,37.7583734,-122.4670103
24EXC-02284,HOWARD ST,LAFAYETTE ST,12TH ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,7058000,37.7921712,-122.3914348
24EXC-02547,ANZA ST,05TH AVE,06TH AVE,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,2322000,37.7809708,-122.4481544
25EXC-00254,JESSIE ST,MINT PLZ \ MINT ST,06TH ST,R & S Construction Management Inc,Install New Curb Ramp,Electric:Sidewalk/Curb:Sewer:Curb Ramp,2025-03-03,2026-12-31,APPROVED,7522000,37.7762389,-122.4159265
24EXC-02547,ALAMEDA ST,TREAT AVE,HARRISON ST,"JDB Construction, INC.",Corrosion Testing,Street / Roadway:Sewer:Curb Ramp:Catch Basin:Sidewalk/Curb,2024-09-01,2026-02-02,APPROVED,2140000,37.7683340,-122.4082829
24EXC-00647,EDDY ST,WEBSTER ST,FILLMORE ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,5071000,37.7811503,-122.4345885
24EXC-00647,EDDY ST,STEINER ST,PIERCE ST,"Precision Engineering, Inc.",Corrosion Testing,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp,2024-05-14,2026-06-07,APPROVED,5073000,37.7811503,-122.4345885
24EXC-04679,06TH ST,NATOMA ST,,"Esquivel Grading & Paving, Inc.",Replace Sidewalk,Other:Street Light:Street / Roadway:Sidewalk/Curb:Landscaping:Sewer:Catch Basin:Electric:Bulb Out,2025-01-01,2025-12-31,APPROVED,24282000,,
23EXC-05094,SUNSET BLVD,ULLOA ST,,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,23383000,37.7357716,-122.4940855
24EXC-04102,03RD AVE,GEARY BLVD,,"Cratus, Inc.",Install New Main,Sidewalk/Curb:Electric:Water Service:Sewer,2025-01-02,2027-06-29,ACTIVE,27245000,,
23EXC-05094,37TH AVE,MORAGA ST,NORIEGA ST,R & S Construction Management Inc,Reconstruct Pavement,Traffic Signal:Street Light:Sewer:Catch Basin:Electric:Street / Roadway:Sidewalk/Curb:Curb Ramp,2024-01-02,2025-10-31,APPROVED,1831000,37.7384755,-122.4947325
24EXC-01436,22ND ST,EUREKA ST,DOUGLASS ST,"Esquivel Grading & Paving, Inc.",Repair Sidewalk,Street / Roadway:Sidewalk/Curb:Sewer:Curb Ramp:Catch Basin,2024-06-03,2026-01-31,APPROVED,1208000,37.7572860,-122.3923999
24EXC-03388,14TH AVE,PARK BLVD,LAKE ST,"Esquivel Grading & Paving, Inc.",Corrosion Testing,Traffic Signal:Landscaping:Sewer:Catch Basin:Street / Roadway:Sidewalk/Curb:Electric:Curb Ramp,2025-01-13,2026-07-31,APPROVED,552000,37.7570542,-122.4713249
24EXC-00238,HALLAM ST,FOLSOM ST,BRUSH PL,Mitchell Engineering. Inc.,Other,Catch Basin:Other:Traffic Signal:Landscaping:Street / Roadway:Electric:Curb Ramp:Sidewalk/Curb:Sewer,2024-04-01,2026-11-06,APPROVED,6629000,37.7756626,-122.4084756
24EXC-02284,NATOMA ST,10TH ST,11TH ST,Michael O'Shaugnessy Construction Inc.,Replace Main,Street / Roadway:Sidewalk/Curb:AWSS:Bulb Out:Catch Basin:Sewer:Curb Ramp,2024-11-30,2026-02-15,APPROVED,9516000,37.7792998,-122.4088353
25EXC-01659,FOLSOM ST,06TH ST,HARRIET ST,"Esquivel Grading & Paving, Inc.",Reconstruct Pavement,Street Light:Traffic Signal:Sewer:Curb Ramp:Electric:Catch Basin:Bulb Out,2025-04-22,2025-11-26,APPROVED,5667000,37.7723577,-122.4134198
